id,name,image,symbol,companyName,founded,price,beta,volAvg,mktCap,lastDiv,range,changes,currency,cik,isin,cusip,exchange,exchangeShortName,industry,website,description,ceo,sector,country,fullTimeEmployees,phone,address,city,state,zip,dcfDiff,dcf,ipoDate,defaultImage,isEtf,isActivelyTrading,isAdr,isFund
164,Deutsche Börse,Deutsche_Börse_image.png,DB1,Deutsche Börse AG,1992,,,,,,,,,,,,,,,,"Die Deutsche Börse AG ist ein internationaler Börsenbetreiber und ein führender Anbieter von Finanzmarktinfrastruktur. Das Unternehmen betreibt Handelsplätze für Aktien, Derivate und weitere Finanzinstrumente. Die Geschichte der Deutschen Börse reicht bis ins 16. Jahrhundert zurück. Heute zählt sie zu den wichtigsten Börsenbetreibern weltweit und spielt eine bedeutende Rolle im europäischen Finanzmarkt.",Theodor Weimer,,,,,,,,,,,,False,False,True,False,False
165,Hilti,Hilti_image.png,NONE,Hilti Aktiengesellschaft,1941,,,,,,,,,,,,,,,,"Die Hilti Aktiengesellschaft ist ein international tätiges Unternehmen, das sich auf die Entwicklung, Herstellung und den Vertrieb von Produkten, Systemen und Dienstleistungen im Bereich der Bauindustrie spezialisiert hat. Gegründet im Jahr 1941, hat sich Hilti als führender Anbieter von Befestigungs- und Installationssystemen etabliert. Das Unternehmen ist für seine innovativen Lösungen, hohe Qualität und starke Kundenorientierung bekannt.",Christoph Loos,,,,,,,,,,,,False,False,False,False,False
166,Oldendorff,Oldendorff_image.png,NONE,Oldendorff,1896,,,,,,,,,,,,,,,,"Die Oldendorff Carriers GmbH & Co. KG ist ein deutsches Schifffahrtsunternehmen, das sich auf den Transport von Massengut wie Kohle, Erz, Getreide und andere Rohstoffe spezialisiert hat. Das Unternehmen wurde 1896 gegründet und hat sich zu einem der weltweit führenden Unternehmen in der Schifffahrtsbranche entwickelt. Oldendorff ist bekannt für seine modernen und umweltfreundlichen Flotten sowie für seine effizienten Transportlösungen.",Peter Twiss,,,,,,,,,,,,False,False,False,False,False
167,Symrise,Symrise_image.png,SY1.DE,Symrise AG,1874,,,,,,,,,,,,,,,,"Symrise AG ist ein weltweit führender Anbieter von Duftstoffen, Geschmacksstoffen, kosmetischen Inhaltsstoffen und funktionalen Inhaltsstoffen. Das Unternehmen hat eine lange Geschichte in der Branche und ist bekannt für seine Innovationskraft und Marktposition. Symrise bedient Kunden in verschiedenen Branchen und ist für seine hochwertigen Produkte und maßgeschneiderten Lösungen bekannt.",Dr. Heinz-Jürgen Bertram,,,,,,,,,,,,False,False,True,False,False
168,TD SYNNEX,TD_SYNNEX_image.png,NONE,TD SYNNEX,1997,,,,,,,,,,,,,,,,"TD SYNNEX ist ein führender Anbieter von Technologielösungen, der sich auf die Bereitstellung von IT-Produkten und Dienstleistungen spezialisiert hat. Das Unternehmen hat eine starke Marktposition im Bereich der Technologie-Distribution und bietet eine breite Palette von Lösungen für Unternehmen weltweit an. Mit einer Geschichte, die bis ins Jahr 1997 zurückreicht, hat sich TD SYNNEX als vertrauenswürdiger Partner für Unternehmen etabliert, die nach innovativen Technologielösungen suchen.",John Doe,,,,,,,,,,,,False,False,False,False,False
169,Webasto,Webasto_image.png,NONE,Webasto,1901,,,,,,,,,,,,,,,,"Webasto ist ein international tätiges Familienunternehmen und einer der Top-100-Automobilzulieferer weltweit. Das Unternehmen ist spezialisiert auf innovative Lösungen im Bereich des Thermomanagements für Fahrzeuge. Mit über 100 Jahren Erfahrung in der Automobilindustrie ist Webasto ein führender Anbieter von Schiebe- und Panoramadächern, Standheizungen, Klimasystemen und Batteriesystemen für Elektrofahrzeuge.",Dr. Holger Engelmann,,,,,,,,,,,,False,False,False,False,False
170,Sonepar,Sonepar_image.png,NONE,Sonepar,1969,,,,,,,,,,,,,,,,"Sonepar ist ein führender Anbieter von Elektroinstallationsmaterial und -lösungen. Das Unternehmen wurde 1969 gegründet und hat sich seitdem zu einem globalen Player in der Elektrobranche entwickelt. Sonepar ist bekannt für sein breites Sortiment, seine Innovationskraft und seinen exzellenten Kundenservice. Mit einer starken Marktposition und einer langen Geschichte in der Branche ist Sonepar ein wichtiger Akteur im Bereich der Elektroinstallation.",Marie-Christine Coisne-Roquette,,,,,,,,,,,,False,False,False,False,False
171,Sanofi,Sanofi_image.png,SNY,Sanofi,1978,,,,,,,,,,,,,,,,"Sanofi ist ein globales Pharmaunternehmen, das sich auf die Erforschung, Entwicklung und Vermarktung von Arzneimitteln konzentriert. Das Unternehmen hat eine lange Geschichte in der Pharmaindustrie und ist bekannt für seine Innovationen und seine starke Marktposition in verschiedenen Therapiebereichen. Sanofi ist einer der führenden Akteure im Gesundheitssektor und hat eine Vielzahl von wichtigen Medikamenten in seinem Portfolio.",Paul Hudson,,,,,,,,,,,,False,False,True,False,False
172,Berlinwasser,Berlinwasser_image.png,NONE,Berlinwasser,1978,,,,,,,,,,,,,,,,Berlinwasser ist ein führender Wasserversorger in der Region Berlin. Das Unternehmen wurde im Jahr 1873 gegründet und hat sich seitdem einen festen Platz auf dem Markt erarbeitet. Berlinwasser bietet qualitativ hochwertiges Trinkwasser und innovative Lösungen im Bereich der Wasserversorgung an.,Max Mustermann,,,,,,,,,,,,False,False,False,False,False
173,AVIA,AVIA_image.png,NONE,AVIA,1995,,,,,,,,,,,,,,,,"AVIA ist ein führendes Unternehmen in der Luftfahrtbranche, das sich auf die Herstellung von Flugzeugkomponenten spezialisiert hat. Gegründet im Jahr 1995, hat sich AVIA durch innovative Technologien und qualitativ hochwertige Produkte eine starke Marktposition erarbeitet. Das Unternehmen beschäftigt sich mit der Entwicklung, Produktion und Wartung von Triebwerken und Flugzeugteilen für verschiedene Flugzeugmodelle weltweit.",Max Mustermann,,,,,,,,,,,,False,False,False,False,False
174,DB Cargo,DB_Cargo_image.png,NONE,DB Cargo,1999,,,,,,,,,,,,,,,,"DB Cargo ist ein deutsches Logistikunternehmen, das sich auf den Schienenverkehr spezialisiert hat. Das Unternehmen bietet Transport- und Logistikdienstleistungen für Güter auf nationaler und internationaler Ebene an. Mit einer langen Geschichte in der Eisenbahnbranche ist DB Cargo einer der führenden Anbieter von Schienengüterverkehrsdiensten in Europa. Das Unternehmen spielt eine wichtige Rolle im Gütertransport und trägt zur Effizienz und Nachhaltigkeit des Transports bei.",Max Mustermann,,,,,,,,,,,,False,False,False,False,False
175,Novartis,Novartis_image.png,NOVN,Novartis AG,1996,,,,,,,,,,,,,,,,"Novartis ist ein weltweit tätiges Pharmaunternehmen mit Hauptsitz in der Schweiz. Das Unternehmen ist in den Bereichen Pharma, Augenheilkunde, Generika, dermatologische Medikamente und Biotechnologie tätig. Novartis hat eine starke Marktposition und ist bekannt für seine Forschung und Innovation in der Medikamentenentwicklung.",Vasant Narasimhan,,,,,,,,,,,,False,False,True,False,False
176,Gas-Union,Gas-Union_image.png,NONE,Gas-Union,1990,,,,,,,,,,,,,,,,"Gas-Union ist ein führendes Unternehmen in der Gasindustrie, das sich auf die Produktion, den Transport und den Vertrieb von Erdgas spezialisiert hat. Gegründet im Jahr 1990, hat sich das Unternehmen durch innovative Lösungen und erstklassigen Service eine starke Marktposition erarbeitet. Gas-Union ist bekannt für seine Zuverlässigkeit und Qualität in der Gasversorgung.",Max Mustermann,,,,,,,,,,,,False,False,False,False,False
177,Hornbach,Hornbach_image.png,NONE,Hornbach,1877,,,,,,,,,,,,,,,,Hornbach ist ein deutsches Bau- und Gartenmarktunternehmen mit einer langen Geschichte. Das Unternehmen hat eine starke Marktposition im Bereich Heimwerken und Gartengestaltung. Hornbach bietet eine breite Palette von Produkten und Dienstleistungen für Bau- und Gartenprojekte an. Das Unternehmen ist bekannt für seine qualitativ hochwertigen Produkte und kundenorientierten Services.,Albrecht Hornbach,,,,,,,,,,,,False,False,False,False,False
178,Bilfinger,Bilfinger_image.png,NONE,Bilfinger SE,1880,,,,,,,,,,,,,,,,"Bilfinger SE ist ein international führender Industriedienstleister. Das Unternehmen bietet maßgeschneiderte Engineering- und Serviceleistungen für Anlagen, Industrieanlagen und Immobilien. Mit einer Geschichte, die bis ins Jahr 1880 zurückreicht, hat sich Bilfinger als verlässlicher Partner in den Bereichen Engineering, Instandhaltung, Umbau und Rückbau etabliert. Das Unternehmen ist bekannt für seine Expertise in den Bereichen Energie, Chemie, Petrochemie, Pharma und Infrastruktur. Bilfinger ist an vielen Standorten weltweit tätig und hat eine starke Marktposition in der Industriedienstleistungsbranche.",Tom Blades,,,,,,,,,,,,False,False,False,False,False
179,JET,JET_image.png,JET,Jet Aviation,1967,,,,,,,,,,,,,,,,"Jet Aviation ist ein weltweit führender Anbieter von Business Aviation Services. Das Unternehmen bietet Dienstleistungen in den Bereichen Flugzeugwartung, Flugzeugmanagement, Charter und FBO-Services an. Mit einer langen Geschichte in der Luftfahrtbranche und einer starken Marktposition ist Jet Aviation bekannt für seine erstklassigen Dienstleistungen und maßgeschneiderten Lösungen für Geschäftsreisende.",Robert Smith,,,,,,,,,,,,False,False,False,False,False
180,Edeka Rhein-Ruhr,Edeka_Rhein-Ruhr_image.png,NONE,Edeka Rhein-Ruhr,1907,,,,,,,,,,,,,,,,"Die Edeka Rhein-Ruhr ist eine regionale Einzelhandelskette in Deutschland, die zur Edeka-Gruppe gehört. Das Unternehmen betreibt Supermärkte und Lebensmittelgeschäfte in der Region Rhein-Ruhr. Mit einer langen Geschichte seit der Gründung im Jahr 1907 ist Edeka Rhein-Ruhr ein wichtiger Akteur im Lebensmitteleinzelhandel. Es hat eine starke Marktposition und bietet eine Vielzahl von Produkten an. Edeka Rhein-Ruhr ist bekannt für sein vielfältiges Sortiment, Qualität und Kundenservice.",Max Mustermann,,,,,,,,,,,,False,False,False,False,False
181,Eni,Eni_image.png,ENI,Eni S.p.A.,1953,,,,,,,,,,,,,,,,"Eni S.p.A. ist ein italienisches multinationales Energieunternehmen mit Schwerpunkt auf Öl und Gas. Gegründet im Jahr 1953, hat sich das Unternehmen zu einem der weltweit größten Energieunternehmen entwickelt. Eni ist in verschiedenen Segmenten tätig, darunter Exploration, Produktion, Raffinerie und Vertrieb von Öl und Gas. Das Unternehmen hat eine starke Präsenz auf globalen Energiemärkten und ist bekannt für seine Innovationskraft und Nachhaltigkeitsbemühungen.",Claudio Descalzi,,,,,,,,,,,,False,False,True,False,False
182,Haniel,Haniel_image.png,NONE,Franz Haniel & Cie. GmbH,1756,,,,,,,,,,,,,,,,Franz Haniel & Cie. GmbH ist ein deutsches Familienunternehmen mit einer langen Geschichte und diversifizierten Geschäftsbereichen. Das Unternehmen hat eine starke Marktposition in verschiedenen Branchen und ist bekannt für seine nachhaltige Geschäftspraktiken und langfristige strategische Ausrichtung.,Stephan Gemkow,,,,,,,,,,,,False,False,False,False,False
183,McDonald's,McDonald's_image.png,MCD,McDonald's Corporation,1955,,,,,,,,,,,,,,,,"McDonald's Corporation ist ein weltweit führendes Unternehmen in der Fast-Food-Branche. Das Unternehmen wurde 1955 von Ray Kroc gegründet und hat sich seitdem zu einer globalen Marke entwickelt. McDonald's ist bekannt für seine Hamburger, Pommes frites, und andere Fast-Food-Produkte. Mit Tausenden von Standorten auf der ganzen Welt ist McDonald's eine der bekanntesten und am weitesten verbreiteten Restaurantketten.",Chris Kempczinski,,,,,,,,,,,,False,False,True,False,False
184,Knorr-Bremse,Knorr-Bremse_image.png,KBX,Knorr-Bremse AG,1905,,,,,,,,,,,,,,,,"Knorr-Bremse ist ein weltweit führender Hersteller von Bremssystemen und anderen Systemen für Schienen- und Nutzfahrzeuge. Das Unternehmen wurde 1905 gegründet und hat sich seitdem als Innovationsführer in der Branche etabliert. Knorr-Bremse ist bekannt für seine hohe Produktqualität, Zuverlässigkeit und globale Präsenz. Mit über 30.000 Mitarbeitern weltweit ist das Unternehmen in mehr als 30 Ländern tätig.",Bernd Eulitz,,,,,,,,,,,,False,False,True,False,False
185,Hugo Boss,Hugo_Boss_image.png,BOSS.DE,Hugo Boss AG,1924,,,,,,,,,,,,,,,,"Hugo Boss ist ein deutsches Modeunternehmen, das sich auf hochwertige Herren- und Damenbekleidung sowie Accessoires spezialisiert hat. Das Unternehmen wurde 1924 gegründet und hat sich seitdem zu einer weltweit bekannten Marke entwickelt. Hugo Boss ist für sein elegantes Design, seine Qualität und seinen zeitlosen Stil bekannt. Das Unternehmen hat eine starke Marktposition in der Modebranche und ist für seine innovativen Kollektionen und seinen exzellenten Kundenservice geschätzt.",Daniel Grieder,,,,,,,,,,,,False,False,True,False,False
186,Enercon,Enercon_image.png,NONE,Enercon GmbH,1984,,,,,,,,,,,,,,,,Enercon ist ein deutscher Hersteller von Windenergieanlagen. Das Unternehmen wurde 1984 gegründet und hat sich auf die Entwicklung und Produktion von Windkraftanlagen spezialisiert. Enercon ist bekannt für seine innovative Technologie und seine starke Marktposition in der Windenergiebranche. Mit einer breiten Produktpalette und einem globalen Kundenstamm zählt Enercon zu den führenden Unternehmen in der Branche.,Hans-Dieter Kettwig,,,,,,,,,,,,False,False,False,False,False
187,EvoBus,EvoBus_image.png,NONE,EvoBus,1928,,,,,,,,,,,,,,,,EvoBus ist ein führender Hersteller von Omnibussen und Mobilitätslösungen mit Sitz in Deutschland. Das Unternehmen hat eine lange Geschichte in der Entwicklung und Produktion von hochwertigen Bussen für den öffentlichen Nahverkehr sowie Reisebusse. Mit innovativen Technologien und einem starken Fokus auf Nachhaltigkeit hat sich EvoBus eine bedeutende Marktposition erarbeitet. Zu den wichtigen Fakten zählen die weltweite Präsenz des Unternehmens und die kontinuierliche Weiterentwicklung seiner Produkte.,Max Mustermann,,,,,,,,,,,,False,False,False,False,False
188,Dr. Oetker,Dr._Oetker_image.png,NONE,Dr. Oetker,1891,,,,,,,,,,,,,,,,"Dr. Oetker ist ein deutsches Familienunternehmen, das sich auf Lebensmittel und Getränke spezialisiert hat. Gegründet im Jahr 1891 von Dr. August Oetker, ist das Unternehmen bekannt für seine Backmischungen, Puddinge, Tiefkühlpizzen und andere Produkte. Dr. Oetker hat eine starke Marktposition in Europa und expandiert weltweit. Das Unternehmen legt Wert auf Qualität und Innovation in seinen Produkten.",Dr. Albert Christmann,,,,,,,,,,,,False,False,False,False,False
189,ProSiebenSat.1,ProSiebenSat.1_image.png,P7S,ProSiebenSat.1 Media SE,1984,,,,,,,,,,,,,,,,ProSiebenSat.1 Media SE ist ein deutsches Medienunternehmen mit Schwerpunkt auf Fernseh- und digitalem Entertainment. Das Unternehmen wurde 1984 gegründet und hat eine starke Marktposition im deutschen Medienmarkt. ProSiebenSat.1 betreibt verschiedene TV-Sender und digitale Plattformen und ist bekannt für die Produktion eigener Inhalte.,Rainer Beaujean,,,,,,,,,,,,False,False,True,False,False
190,LVV Leipzig,LVV_Leipzig_image.png,NONE,LVV Leipzig,1990,,,,,,,,,,,,,,,,"LVV Leipzig ist ein Unternehmen, das sich auf den Bereich erneuerbare Energien spezialisiert hat. Gegründet im Jahr 1990, hat sich das Unternehmen zu einem führenden Anbieter von nachhaltigen Energielösungen entwickelt. Mit einem Fokus auf Wind- und Solarenergie ist LVV Leipzig bekannt für seine innovativen Projekte und seine starke Marktposition in der Branche.",Max Mustermann,,,,,,,,,,,,False,False,False,False,False
191,Philips,Philips_image.png,PHIA,Koninklijke Philips N.V.,1891,,,,,,,,,,,,,,,,"Philips ist ein weltweit führendes Unternehmen im Bereich Gesundheitstechnologie. Das Unternehmen bietet eine breite Palette von Produkten und Lösungen für die Gesundheitsversorgung an, darunter medizinische Bildgebungssysteme, medizinische Geräte und Lösungen für die Patientenversorgung. Philips hat eine lange Geschichte in der Innovation und ist bekannt für seine hochwertigen Produkte und seinen Beitrag zur Verbesserung des Gesundheitswesens weltweit.",Frans van Houten,,,,,,,,,,,,False,False,True,False,False
192,FTI,FTI_image.png,NONE,FTI,1998,,,,,,,,,,,,,,,,"FTI ist ein weltweit tätiges Unternehmen, das sich auf die Bereitstellung von Reisedienstleistungen spezialisiert hat. Das Unternehmen wurde 1998 gegründet und hat sich seitdem zu einem führenden Anbieter in der Reisebranche entwickelt. FTI hat eine starke Marktposition in verschiedenen Segmenten des Reisemarktes und bietet eine breite Palette von Reiseangeboten für Kunden weltweit an.",Max Mustermann,,,,,,,,,,,,False,False,False,False,False
193,1&1,1&1_image.png,NONE,1&1,1988,,,,,,,,,,,,,,,,"1&1 ist ein deutsches Unternehmen, das sich auf Internetdienstleistungen und Webhosting spezialisiert hat. Gegründet im Jahr 1988, hat sich das Unternehmen zu einem der führenden Anbieter in Europa entwickelt. Mit einem breiten Angebot an Produkten und Dienstleistungen bedient 1&1 sowohl Privat- als auch Geschäftskunden. Das Unternehmen zeichnet sich durch innovative Technologien, erstklassigen Kundenservice und eine starke Marktposition aus.",,,,,,,,,,,,,False,False,False,False,False
194,Vinci,Vinci_image.png,NONE,Vinci,1889,,,,,,,,,,,,,,,,"Vinci ist ein weltweit führendes Unternehmen im Bauwesen und in der Konzession. Das Unternehmen hat eine lange Geschichte und ist bekannt für seine Expertise in der Infrastruktur, Energie und Bauindustrie. Vinci ist in verschiedenen Ländern tätig und hat eine starke Marktposition in der Branche. Zu den wichtigen Fakten gehören die Vielzahl von Projekten, an denen Vinci beteiligt ist, sowie die Innovationskraft und Nachhaltigkeitsbemühungen des Unternehmens.",Xavier Huillard,,,,,,,,,,,,False,False,False,False,False
195,GIZ,GIZ_image.png,NONE,Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ) GmbH,1975,,,,,,,,,,,,,,,,"Die Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ) GmbH ist ein weltweit tätiges Unternehmen im Bereich der internationalen Zusammenarbeit für nachhaltige Entwicklung. Die GIZ unterstützt Regierungen, Unternehmen und Organisationen dabei, Lösungen für globale Herausforderungen zu entwickeln. Mit langjähriger Erfahrung und Fachwissen arbeitet die GIZ in verschiedenen Bereichen wie Umweltschutz, Wirtschaftsförderung, Bildung und Gesundheit.",Tanja Gönner,,,,,,,,,,,,False,False,False,False,False
196,Kuka,Kuka_image.png,KU2,Kuka AG,1898,,,,,,,,,,,,,,,,"Die Kuka AG ist ein deutscher Hersteller von Industrierobotern und Anlagenbau. Das Unternehmen wurde 1898 gegründet und hat sich zu einem der weltweit führenden Anbieter von Robotertechnologie entwickelt. Kuka ist bekannt für seine innovativen Lösungen in den Bereichen Automatisierung, Robotik und digitale Fertigung. Das Unternehmen hat eine starke Marktposition in verschiedenen Branchen wie Automobilindustrie, Elektronik, Logistik und Luftfahrt.",Peter Mohnen,,,,,,,,,,,,False,False,True,False,False
197,Swiss Steel,Swiss_Steel_image.png,NONE,Swiss Steel,1895,,,,,,,,,,,,,,,,"Swiss Steel ist ein führender Stahlhersteller mit Sitz in der Schweiz. Das Unternehmen hat eine lange Geschichte in der Stahlproduktion und ist bekannt für seine hochwertigen Produkte. Swiss Steel hat eine starke Marktposition in Europa und beliefert Kunden weltweit. Zu den wichtigen Fakten gehören die hohe Qualität der Produkte, die Innovationskraft und die nachhaltige Unternehmensführung.",Max Mustermann,,,,,,,,,,,,False,False,False,False,False
198,Vaillant,Vaillant_image.png,NONE,Vaillant,1874,,,,,,,,,,,,,,,,"Vaillant ist ein deutscher Hersteller von Heizungs- und Klimatechnik. Das Unternehmen wurde 1874 gegründet und hat sich im Laufe der Zeit zu einem führenden Anbieter von energieeffizienten Lösungen für Heizungssysteme entwickelt. Vaillant ist bekannt für seine innovative Technologie, Zuverlässigkeit und Umweltfreundlichkeit. Mit einer starken Marktposition in Europa und weltweit bietet Vaillant eine breite Palette von Produkten für Privathaushalte, Gewerbe und Industrie an.",Dr. Norbert Schiedeck,,,,,,,,,,,,False,False,False,False,False
199,Viessmann,Viessmann_image.png,NONE,Viessmann,1917,,,,,,,,,,,,,,,,"Viessmann ist ein international führender Hersteller von Heiz-, Industrie- und Kühlsystemen. Das Unternehmen wurde 1917 gegründet und hat sich im Laufe der Jahre zu einem Innovationsführer in der Branche entwickelt. Mit einer starken Marktposition und einem breiten Produktportfolio bietet Viessmann energieeffiziente Lösungen für Privathaushalte, Gewerbe und Industrie. Zu den wichtigen Fakten zählen die weltweite Präsenz, die hohe Qualität der Produkte und der Fokus auf Nachhaltigkeit.",Max Viessmann,,,,,,,,,,,,False,False,False,False,False
200,Fuchs,Fuchs_image.png,NONE,Fuchs,1921,,,,,,,,,,,,,,,,"Fuchs ist ein weltweit führender Hersteller von Schmierstoffen und verwandten Spezialitäten. Das Unternehmen wurde 1921 gegründet und hat sich im Laufe der Jahre als Innovator in der Branche etabliert. Fuchs hat eine starke Marktposition und ist bekannt für seine hochwertigen Produkte und maßgeschneiderten Lösungen. Mit einer breiten Palette von Anwendungen bedient Fuchs Kunden in verschiedenen Branchen, darunter Automobil, Industrie, Bergbau und Landwirtschaft.",Max Mustermann,,,,,,,,,,,,False,False,False,False,False
201,Saria,Saria_image.png,NONE,Saria,1976,,,,,,,,,,,,,,,,"Saria ist ein international tätiges Unternehmen, das sich auf die Verarbeitung von tierischen Nebenprodukten spezialisiert hat. Das Unternehmen wurde 1976 gegründet und hat sich seitdem zu einem führenden Anbieter in der Branche entwickelt. Saria ist bekannt für seine nachhaltigen Lösungen und seine starke Marktposition in der Entsorgungs- und Recyclingindustrie.",Max Mustermann,,,,,,,,,,,,False,False,False,False,False
202,Gauselmann,Gauselmann_image.png,NONE,Gauselmann,1957,,,,,,,,,,,,,,,,"Die Gauselmann Gruppe ist ein deutsches Familienunternehmen und einer der führenden Anbieter in der Automatenwirtschaft. Das Unternehmen wurde 1957 von Paul Gauselmann gegründet und hat sich seitdem zu einem internationalen Konzern entwickelt. Gauselmann ist bekannt für seine Spielautomaten und Geldspielgeräte, sowie für sein Engagement im Bereich der Spielerschutzprävention. Mit einer starken Marktposition und innovativen Produkten ist die Gauselmann Gruppe ein wichtiger Akteur in der Glücksspielbranche.",Paul Gauselmann,,,,,,,,,,,,False,False,False,False,False
203,Festo,Festo_image.png,NONE,Festo,1925,,,,,,,,,,,,,,,,"Festo ist ein weltweit führender Anbieter von Automatisierungstechnik und industriellen Steuerungssystemen. Das Unternehmen wurde 1925 gegründet und hat sich seitdem zu einem Innovationsführer in der Branche entwickelt. Festo ist bekannt für seine hochwertigen Produkte, maßgeschneiderten Lösungen und seinen Fokus auf Nachhaltigkeit und Effizienz. Mit einer starken Marktposition und einem globalen Netzwerk ist Festo ein wichtiger Partner für Unternehmen in verschiedenen Branchen.",Dr. Oliver Jung,,,,,,,,,,,,False,False,False,False,False
204,PHW,PHW_image.png,NONE,PHW,1990,,,,,,,,,,,,,,,,"PHW ist ein führendes Unternehmen in der Lebensmittelbranche, das sich auf die Produktion und den Vertrieb von hochwertigen Geflügelprodukten spezialisiert hat. Gegründet im Jahr 1990, hat sich das Unternehmen durch innovative Produkte und erstklassigen Kundenservice eine starke Marktposition erarbeitet. PHW legt großen Wert auf Qualität und Nachhaltigkeit in der gesamten Wertschöpfungskette.",Max Mustermann,,,,,,,,,,,,False,False,False,False,False
205,Intersnack,Intersnack_image.png,NONE,Intersnack,1968,,,,,,,,,,,,,,,,"Intersnack ist ein führender europäischer Hersteller von Snackprodukten mit einem breiten Sortiment an Chips, Nüssen und anderen Snacks. Das Unternehmen wurde 1968 gegründet und hat sich seitdem zu einem wichtigen Akteur in der Snackindustrie entwickelt. Intersnack ist bekannt für seine qualitativ hochwertigen Produkte und seine starke Marktposition in verschiedenen europäischen Ländern.",Max Mustermann,,,,,,,,,,,,False,False,False,False,False
206,Sixt,Sixt_image.png,SIX2.DE,Sixt SE,1912,,,,,,,,,,,,,,,,"Sixt SE ist ein international tätiges Unternehmen im Bereich Autovermietung und Mobilitätsdienstleistungen. Gegründet im Jahr 1912, hat sich Sixt zu einem der führenden Anbieter in der Branche entwickelt. Das Unternehmen bietet eine breite Palette von Mobilitätslösungen an und ist bekannt für seinen qualitativ hochwertigen Service und seine Innovationskraft.",Erich Sixt,,,,,,,,,,,,False,False,True,False,False
207,Hellmann,Hellmann_image.png,NONE,Hellmann,1920,,,,,,,,,,,,,,,,"Hellmann ist ein internationales Logistikunternehmen, das sich auf Transport- und Lagerlösungen spezialisiert hat. Gegründet im Jahr 1920, hat sich das Unternehmen zu einem wichtigen Akteur in der globalen Logistikbranche entwickelt. Mit einem breiten Leistungsspektrum und einem starken Fokus auf Kundenzufriedenheit hat sich Hellmann eine solide Marktposition erarbeitet. Das Unternehmen zeichnet sich durch innovative Lösungsansätze, Effizienz und Zuverlässigkeit aus.",Max Mustermann,,,,,,,,,,,,False,False,False,False,False
208,Kostal,Kostal_image.png,NONE,Kostal,1912,,,,,,,,,,,,,,,,"Kostal ist ein deutsches Familienunternehmen, das sich auf die Entwicklung und Produktion von elektronischen und elektromechanischen Komponenten für die Automobilindustrie spezialisiert hat. Das Unternehmen wurde 1912 gegründet und hat sich im Laufe der Jahre zu einem führenden Zulieferer in der Branche entwickelt. Kostal ist bekannt für seine innovativen Lösungen und seine starke Marktposition in den Bereichen Elektronik und Elektromobilität.",Dr. Karl-Heinz Kostal,,,,,,,,,,,,False,False,False,False,False
209,Werhahn,Werhahn_image.png,NONE,Werhahn,1899,,,,,,,,,,,,,,,,"Die Werhahn-Gruppe ist ein deutsches Familienunternehmen, das in verschiedenen Branchen tätig ist, darunter Immobilien, Handel und Dienstleistungen. Gegründet im Jahr 1899, hat sich das Unternehmen durch Innovation, Qualität und Nachhaltigkeit einen Namen gemacht. Werhahn ist bekannt für seine starke Marktposition und langjährige Tradition.",Max Mustermann,,,,,,,,,,,,False,False,False,False,False
210,Fressnapf,Fressnapf_image.png,NONE,Fressnapf,1990,,,,,,,,,,,,,,,,"Fressnapf ist ein deutsches Unternehmen, das sich auf den Verkauf von Tiernahrung und -zubehör spezialisiert hat. Gegründet im Jahr 1990, hat sich das Unternehmen zu einem der führenden Einzelhändler in der Heimtierbranche entwickelt. Mit einer breiten Produktpalette und einem starken Fokus auf die Bedürfnisse von Haustieren hat sich Fressnapf eine solide Marktposition erarbeitet. Das Unternehmen legt Wert auf Qualität, Nachhaltigkeit und Kundenzufriedenheit.",Max Mustermann,,,,,,,,,,,,False,False,False,False,False
211,Heinemann,Heinemann_image.png,NONE,Heinemann,1895,,,,,,,,,,,,,,,,"Heinemann ist ein traditionsreiches Familienunternehmen, das sich auf den Einzelhandel von Duty-Free-Produkten spezialisiert hat. Gegründet im Jahr 1895, hat sich das Unternehmen zu einem der führenden Anbieter in diesem Segment entwickelt. Mit einer starken Marktposition und einem breiten Sortiment bietet Heinemann seinen Kunden ein einzigartiges Einkaufserlebnis an Flughäfen und anderen Reisezielen weltweit.",Max Mustermann,,,,,,,,,,,,False,False,False,False,False
212,BASF Coatings,BASF_Coatings_image.png,NONE,BASF Coatings,1865,,,,,,,,,,,,,,,,"BASF Coatings ist ein führender Anbieter von Lacken und Beschichtungen für verschiedene Branchen wie Automobil, Bauwesen, und Industrie. Das Unternehmen hat eine lange Geschichte in der Entwicklung innovativer Beschichtungslösungen und genießt eine starke Marktposition weltweit. Zu den wichtigen Fakten gehören die hohe Qualität der Produkte, die Kundenzufriedenheit und das Engagement für Nachhaltigkeit.",Max Mustermann,,,,,,,,,,,,False,False,False,False,False
213,Zeppelin,Zeppelin_image.png,NONE,Zeppelin,1908,,,,,,,,,,,,,,,,"Die Zeppelin Unternehmensgruppe ist ein weltweit tätiges deutsches Unternehmen, das sich auf Luftschifffahrt, Anlagenbau und Dienstleistungen spezialisiert hat. Gegründet im Jahr 1908, ist Zeppelin bekannt für seine Innovationen und seine starke Marktposition in verschiedenen Branchen. Das Unternehmen bietet Lösungen für Transport, Logistik, Bauwesen und Energie an.",Thomas Brandt,,,,,,,,,,,,False,False,False,False,False
